RefSeqGeneName	TadaGeneName	ExomeMutRate	dnLoF	caseLoF	ctrlLoF	transLoF	ntransLoF	dnMis3	caseMis3	ctrlMis3	transMis3	ntransMis3	SmallDelMutRate	dnSmallDel	tadaFdrAscSscExomeSscAgpSmallDel	65genes_tadaFdrAscSscExomeSscAgpSmallDel	tadaFdrAscSscExome	59genes_tadaFdrAscSscExome	tadaFdrAscExome	tadaFdrSscExome													
UBE2V1	UBE2V1	6.39E-06	0	0	0	0	0	0	0	2	1	1	1.78E-07	0	0.896614363	0	0.895625496	0	0.921768726	1													
GOLGA7	GOLGA7	5.87E-06	0	0	0	0	0	0	0	0	0	0	2.09E-07	0	0.896625457	0	0.893988479	0	0.922571798	0.927185997													
NDUFS7	NDUFS7	1.45E-05	0	1	2	0	0	0	2	2	1	3	1.94E-07	0	0.896636549	0	0.8947671	0	0.889087994	0.874358444													
SPAG11A	SPAG11A	5.70E-06	0	0	0	0	0	0	0	0	0	0	2.20E-07	0	0.896647637	0	0.893249745	0	0.922256708	1													
PLAC8	PLAC8	5.76E-06	0	0	0	0	0	0	0	0	1	0	2.19E-07	0	0.896658721	0	0.893317513	0	0.92062645	0.899232798													
C5orf52	C5orf52	6.18E-06	0	0	0	0	0	0	0	0	0	0	1.90E-07	0	0.896669802	0	0.895048268	0	0.923049879	1													
KLF16	KLF16	6.17E-06	0	0	0	0	0	0	0	2	0	0	1.95E-07	0	0.89668088	0	0.894745382	0	0.92134686	0.900349197													
NKIRAS1	NKIRAS1	6.61E-06	0	0	1	0	0	0	0	2	0	0	2.27E-07	0	0.896691955	0	0.892760447	0	0.895309714	0.901629073													
COPS8	COPS8	6.13E-06	0	0	0	0	0	0	0	2	0	0	1.99E-07	0	0.896703026	0	0.894647506	0	0.921276788	0.821596461													
CARTPT	CARTPT	6.49E-06	0	0	0	0	0	0	2	2	1	2	1.72E-07	0	0.896714095	0	0.895984465	0	0.922074146	0.901255016													
GTSF1	GTSF1	5.85E-06	0	0	0	0	0	0	0	6	2	2	2.16E-07	0	0.89672516	0	0.893632139	0	0.920780956	0.899484374													
SERPINB3	SERPINB3	1.47E-05	0	1	2	0	0	0	3	1	0	0	1.87E-07	0	0.896736221	0	0.895327288	0	0.889129163	0.945712875													
YIPF4	YIPF4	6.46E-06	0	0	1	0	0	0	0	1	0	2	2.38E-07	0	0.89674728	0	0.892101853	0	0.895026466	0.927863345													
CHAC2	CHAC2	7.12E-06	0	0	1	0	0	0	1	7	4	1	1.90E-07	0	0.896758334	0	0.895230936	0	0.896146945	0.928573621													
MS4A3	MS4A3	7.23E-06	0	0	1	0	0	0	0	3	1	2	1.88E-07	0	0.896769385	0	0.895263079	0	0.89608938	0.903462017													
TNFSF4	TNFSF4	6.02E-06	0	0	0	0	0	0	0	3	0	1	2.09E-07	0	0.896780433	0	0.894165362	0	0.920972791	0.899981492													
HEBP2	HEBP2	7.22E-06	0	0	1	0	0	0	3	12	2	0	1.83E-07	0	0.896791477	0	0.895508626	0	0.896284755	0.887979654													
SERINC4	SERINC4	9.75E-06	0	3	5	1	2	0	5	4	5	3	1.80E-07	0	0.896802518	0	0.895667903	0	0.893835307	0.866724325													
RNASE10	RNASE10	7.52E-06	0	0	0	0	1	0	1	1	2	1	1.69E-07	0	0.896813556	0	0.896246217	0	0.896536128	0.90428886													
DCTN5	DCTN5	6.36E-06	0	0	1	0	0	0	0	0	1	0	2.43E-07	0	0.89682459	0	0.891903184	0	0.894979055	1													
SDF4	SDF4	2.27E-05	0	2	3	0	0	0	0	14	4	6	1.83E-07	0	0.896835621	0	0.89557242	0	0.884817006	0.938466075													
C1orf158	C1orf158	7.88E-06	0	2	4	0	0	0	0	11	5	1	1.83E-07	0	0.896846649	0	0.895529903	0	0.895730576	0.610413307													
SNX5	SNX5	1.42E-05	0	0	2	1	0	0	3	5	4	3	2.19E-07	0	0.896857674	0	0.893486394	0	0.888757365	0.934526304													
RNASE4	RNASE4	6.75E-06	0	0	0	0	0	0	0	0	0	0	1.57E-07	0	0.896868695	0	0.897162852	0	0.923936349	0.824519742													
SNCB	SNCB	6.31E-06	0	0	0	0	0	0	0	2	1	1	1.87E-07	0	0.896879712	0	0.89535935	0	0.921630634	0.900843646													
NDUFC2	NDUFC2	6.21E-06	0	0	0	0	0	0	0	1	0	1	1.96E-07	0	0.896890726	0	0.894875499	0	0.921406008	1													
RPL27	RPL27	6.33E-06	0	0	0	0	0	0	0	0	0	0	1.83E-07	0	0.896901737	0	0.895551168	0	0.923255659	1													
ZCCHC10	ZCCHC10	5.52E-06	0	0	0	0	0	0	1	3	0	2	2.39E-07	0	0.896912744	0	0.89214845	0	0.920066994	0.898477468													
MFAP2	MFAP2	7.52E-06	0	0	1	0	0	0	0	8	0	1	1.86E-07	0	0.896923749	0	0.895466037	0	0.895985547	0.94066063													
ATP5G2	ATP5G2	6.25E-06	0	0	0	0	0	0	0	1	0	0	1.94E-07	0	0.89693475	0	0.895112847	0	0.92151321	0.943922744													
CCDC58	CCDC58	5.88E-06	0	0	0	0	0	0	0	1	0	0	2.18E-07	0	0.896945748	0	0.893721543	0	0.920824928	0.820264191													
IFITM1	IFITM1	6.41E-06	0	0	0	0	0	0	0	1	0	0	1.84E-07	0	0.896956743	0	0.895614887	0	0.921742225	0.901060832													
SLC38A11	SLC38A11	1.37E-05	0	1	2	0	0	0	2	16	2	1	2.59E-07	0	0.896967735	0	0.890893924	0	0.888327218	0.852418607													
IL5RA	IL5RA	1.53E-05	0	1	1	0	1	0	3	12	1	3	1.54E-07	0	0.896978723	0	0.897547051	0	0.889647472	0.809346025													
CTSC	CTSC	5.84E-06	0	0	0	0	0	0	5	9	2	2	2.15E-07	0	0.896989708	0	0.89396631	0	0.921081773	0.886634175													
FEZ1	FEZ1	5.01E-06	0	0	0	0	0	0	3	4	1	3	2.69E-07	0	0.897000689	0	0.890275297	0	0.919408822	0.896661416													
HMGN5	HMGN5	3.24E-06	0	0	0	0	0	0	0	1	0	0	3.87E-07	0	0.897011668	0	0.880959224	0	0.916073511	1													
HMGA2	HMGA2	2.23E-06	0	0	0	0	0	0	0	0	1	0	4.51E-07	0	0.897022643	0	0.87675618	0	0.914818877	0.888958394													
IFT27	IFT27	7.92E-06	0	0	3	2	1	0	1	9	0	1	1.99E-07	0	0.897033615	0	0.894843013	0	0.895191965	0.929389044													
LAMTOR1	LAMTOR1	6.31E-06	0	0	0	0	0	0	0	0	0	0	1.88E-07	0	0.897044584	0	0.895487338	0	0.923225644	0.900832747													
C6orf52	C6orf52	6.00E-06	0	0	0	0	0	0	0	0	0	0	2.08E-07	0	0.897055549	0	0.894483818	0	0.922786505	1													
KRTAP5-8	KRTAP5-8	6.49E-06	0	0	0	0	0	0	0	1	0	0	1.81E-07	0	0.897066511	0	0.895847617	0	0.921911359	0.85948333													
MYL12B	MYL12B	6.50E-06	0	0	0	0	0	0	0	2	0	0	1.81E-07	0	0.89707747	0	0.895826519	0	0.921890279	1													
GPANK1	GPANK1	1.52E-05	0	0	0	1	2	0	2	9	1	1	1.59E-07	0	0.897088426	0	0.897254234	0	0.889701675	0.857478576													
NDUFC2-KCTD14	NDUFC2-KCTD14	5.53E-06	0	0	0	0	0	0	0	8	0	0	2.54E-07	0	0.897099379	0	0.891419685	0	0.919587867	0.898500985													
FERMT3	FERMT3	3.79E-05	0	2	2	0	0	0	4	11	4	5	2.13E-07	0	0.897110328	0	0.894231472	0	0.877038478	0.937075049													
PLA2G4A	PLA2G4A	2.60E-05	0	1	1	0	0	0	0	3	3	1	4.57E-07	0	0.897121274	0	0.876433051	0	0.877874287	0.928715805													
GAGE2D	GAGE2D	5.34E-06	0	0	0	0	0	0	0	0	0	0	2.51E-07	0	0.897132217	0	0.891656315	0	0.921614652	1													
LEUTX	LEUTX	6.61E-06	0	0	0	0	0	0	0	0	0	0	1.70E-07	0	0.897143156	0	0.896516456	0	0.92371148	1													
RDH14	RDH14	7.41E-06	0	0	0	0	1	0	0	3	1	2	1.83E-07	0	0.897154092	0	0.89579485	0	0.896330581	0.903996234													
TOMM20	TOMM20	5.85E-06	0	0	0	0	0	0	0	1	0	0	2.23E-07	0	0.897165024	0	0.893620948	0	0.920775454	0.820202937													
NFYB	NFYB	6.79E-06	0	0	1	0	0	0	0	0	0	0	2.18E-07	0	0.897175953	0	0.893888607	0	0.896797169	0.824747577													
C8orf76	C8orf76	1.45E-05	0	0	1	1	1	0	1	6	0	4	2.16E-07	0	0.897186879	0	0.894121222	0	0.888798823	0.92135998													
TFF2	TFF2	6.67E-06	0	0	0	0	0	0	0	1	0	0	1.72E-07	0	0.897197804	0	0.896495741	0	0.922215092	0.928123319													
DPPA3	DPPA3	7.41E-06	0	0	1	0	0	0	0	2	0	1	1.86E-07	0	0.897208725	0	0.895699681	0	0.896261821	0.90398643													
RPS18	RPS18	7.55E-06	0	0	1	0	0	0	0	0	0	1	1.76E-07	0	0.897219642	0	0.896256649	0	0.896501949	1													
CTNNBIP1	CTNNBIP1	5.00E-06	0	0	0	0	0	0	1	3	1	0	2.76E-07	0	0.897230557	0	0.890054562	0	0.919304314	0.896611527													
C16orf54	C16orf54	6.49E-06	0	0	0	0	0	0	1	6	0	0	1.85E-07	0	0.897241468	0	0.895773722	0	0.921816361	1													
SH3BGRL2	SH3BGRL2	4.97E-06	0	0	0	0	0	0	0	2	0	1	2.83E-07	0	0.897252375	0	0.889571879	0	0.919035406	0.896473923													
UBE2T	UBE2T	6.42E-06	0	0	0	0	0	0	1	8	0	1	1.96E-07	0	0.897263281	0	0.895305898	0	0.921475741	0.822958788													
C6orf226	C6orf226	7.61E-06	0	0	0	0	1	0	0	5	0	2	1.82E-07	0	0.897274183	0	0.895973956	0	0.89627329	0.904530481													
MESP1	MESP1	7.68E-06	0	0	1	0	0	0	0	5	0	0	1.74E-07	0	0.897285082	0	0.896526808	0	0.896513346	0.904750979													
C14orf142	C14orf142	6.63E-06	0	0	0	0	0	0	0	4	0	1	1.81E-07	0	0.897295978	0	0.896068428	0	0.921932422	1													
C9orf142	C9orf142	7.56E-06	0	0	1	0	0	0	0	2	0	1	1.79E-07	0	0.89730687	0	0.896173113	0	0.896433494	0.828437864													
PRUNE2	PRUNE2	0.000112	0	4	4	3	1	0	14	54	14	10	6.74E-07	0	0.897317759	0	0.87039153	0	0.780211023	0.925893076													
HESX1	HESX1	6.51E-06	0	0	0	0	0	0	0	4	2	1	1.82E-07	0	0.897328645	0	0.896026471	0	0.922068911	0.9013302													
OR10Q1	OR10Q1	1.71E-05	0	0	4	5	4	0	1	5	2	3	1.77E-07	0	0.897339528	0	0.896298347	0	0.888424616	0.925024562													
RPL32	RPL32	6.49E-06	0	0	0	0	0	0	0	0	0	1	1.86E-07	0	0.897350407	0	0.89583707	0	0.921916626	1													
DAZAP2	DAZAP2	6.67E-06	0	0	0	0	0	0	0	4	0	1	1.79E-07	0	0.897361283	0	0.896162656	0	0.922006007	0.824061396													
SMDT1	C22orf32	7.42E-06	0	0	1	0	0	0	0	4	1	1	1.87E-07	0	0.897372156	0	0.895815966	0	0.896342028	1													
SAPCD1	SAPCD1	6.75E-06	0	0	0	0	0	0	0	0	0	0	1.66E-07	0	0.897383024	0	0.897152683	0	0.923941215	0.902040453													
ADPRHL1	ADPRHL1	1.45E-05	0	1	2	0	0	0	4	12	5	4	2.02E-07	0	0.89739389	0	0.895059039	0	0.889183995	0.936683276													
SNRPD3	SNRPD3	6.16E-06	0	0	0	0	0	0	2	1	0	0	2.06E-07	0	0.897404752	0	0.894832178	0	0.921422118	1													
VPS29	VPS29	6.29E-06	0	0	0	0	0	0	1	0	1	0	1.98E-07	0	0.89741561	0	0.895273788	0	0.921587994	1													
MRPS16	MRPS16	6.57E-06	0	0	0	0	0	0	0	1	0	0	1.82E-07	0	0.897426466	0	0.896110336	0	0.9220532	0.901501347													
GKN1	GKN1	7.64E-06	0	0	1	0	0	0	0	3	0	0	1.75E-07	0	0.897437319	0	0.896547505	0	0.89658165	0.828916297													
MOB4	MOB4	6.20E-06	0	0	1	0	0	0	0	0	0	0	2.61E-07	0	0.897448168	0	0.891384063	0	0.8960548	1													
CXCL13	CXCL13	3.70E-06	0	0	0	0	0	0	0	5	1	1	3.67E-07	0	0.897459014	0	0.883252906	0	0.916732334	0.892451859													
SDHD	SDHD	6.37E-06	0	0	0	0	0	0	0	1	1	0	1.94E-07	0	0.897469858	0	0.895561795	0	0.921752829	1													
ZNF720	ZNF720	4.83E-06	0	0	0	0	0	0	0	0	0	0	2.90E-07	0	0.897480699	0	0.889359604	0	0.920698302	1													
NUTF2	NUTF2	5.78E-06	0	0	0	0	0	0	0	0	0	0	2.30E-07	0	0.897491536	0	0.893587356	0	0.922406987	1													
TTC13	TTC13	2.90E-05	0	0	1	1	0	0	3	15	2	5	2.90E-07	0	0.897502371	0	0.88942216	0	0.879646654	0.936804585													
RPRML	RPRML	6.60E-06	0	0	0	0	0	0	1	0	0	1	1.80E-07	0	0.897513202	0	0.896277504	0	0.922178623	0.901597193													
HHEX	HHEX	6.46E-06	0	0	0	0	0	0	2	3	0	1	1.88E-07	0	0.89752403	0	0.895910837	0	0.921985004	0.901179645													
G0S2	G0S2	6.74E-06	0	0	0	0	0	0	0	2	0	0	1.74E-07	0	0.897534854	0	0.896784647	0	0.922329366	1													
MORN4	MORN4	6.17E-06	0	0	0	0	0	0	4	2	0	5	2.05E-07	0	0.897545676	0	0.895069807	0	0.921561309	0.900360272													
DNAJC13	DNAJC13	7.72E-05	0	0	1	0	0	1	10	38	6	8	3.99E-07	0	0.897556494	0	0.880742936	0	0.833288545	0.944600685													
RPP25L	C9orf23	6.57E-06	0	0	0	0	0	0	0	3	4	3	1.80E-07	0	0.897567309	0	0.896350399	0	0.92224631	1													
DR1	DR1	6.28E-06	0	0	0	0	0	0	0	1	1	0	2.01E-07	0	0.89757812	0	0.895284494	0	0.921603992	0.900712596													
ANKRD9	ANKRD9	7.52E-06	0	0	1	0	0	0	0	0	1	0	1.82E-07	0	0.897588928	0	0.896225345	0	0.896524739	1													
RNFT1	RNFT1	1.48E-05	0	0	2	1	0	0	0	7	1	3	2.05E-07	0	0.897599733	0	0.895209494	0	0.889060529	0.908921588													
C9orf57	C9orf57	6.48E-06	0	0	0	0	0	0	0	0	0	0	1.87E-07	0	0.897610536	0	0.896015974	0	0.923519251	1													
GALR2	GALR2	3.06E-05	0	0	1	1	0	0	2	6	3	3	1.82E-07	0	0.897621334	0	0.896287927	0	0.880724906	0.940598328													
COLCA2	C11orf93	6.44E-06	0	0	0	0	0	0	0	0	0	0	1.90E-07	0	0.89763213	0	0.895900308	0	0.923454851	1													
PRM2	PRM2	6.76E-06	0	0	0	0	0	0	0	5	0	0	1.78E-07	0	0.897642922	0	0.896599193	0	0.922157761	0.90208233													
CCDC126	CCDC126	5.22E-06	0	0	0	0	0	0	0	2	0	0	2.72E-07	0	0.89765371	0	0.890773404	0	0.919501385	0.897388262													
RPL11	RPL11	7.47E-06	0	0	1	0	0	0	0	0	0	0	1.84E-07	0	0.897664495	0	0.896194015	0	0.897910883	0.904113635													
RPL23A	RPL23A	6.65E-06	0	0	0	0	0	0	0	3	0	0	1.83E-07	0	0.897675278	0	0.896267078	0	0.922115987	0.901756255													
NKX6-3	NKX6-3	6.63E-06	0	0	0	0	0	0	0	1	1	1	1.82E-07	0	0.897686059	0	0.896433525	0	0.922220298	0.901682129													
TRMT112	TRMT112	7.63E-06	0	0	1	0	0	0	0	1	0	1	1.80E-07	0	0.897696836	0	0.896588861	0	0.896604389	0.904597771													
RPL23	RPL23	6.69E-06	0	0	0	0	0	0	0	1	0	0	1.80E-07	0	0.897707611	0	0.896630168	0	0.9222671	0.901872368													
C20orf141	C20orf141	6.92E-06	0	0	0	0	0	0	0	6	0	0	1.72E-07	0	0.897718382	0	0.897193339	0	0.922365619	0.902559704													
TNFRSF13C	TNFRSF13C	6.66E-06	0	0	0	0	0	0	1	0	0	0	1.81E-07	0	0.89772915	0	0.896557849	0	0.922287873	1													
C15orf61	C15orf61	6.44E-06	0	0	0	0	0	0	0	0	0	0	1.92E-07	0	0.897739914	0	0.895889776	0	0.92345981	1													
KRTAP11-1	KRTAP11-1	6.87E-06	0	0	0	0	0	0	1	8	0	2	1.78E-07	0	0.897750676	0	0.896764089	0	0.922142104	0.928318983													
AP1S2	AP1S2	5.70E-06	0	0	0	0	0	0	0	0	0	0	2.40E-07	0	0.897761434	0	0.893238439	0	0.92225151	0.899013897													
DPEP3	DPEP3	2.26E-05	0	0	1	2	2	0	2	12	5	2	1.83E-07	0	0.89777219	0	0.896454276	0	0.885219179	0.943189779													
CRCT1	CRCT1	6.85E-06	0	0	0	0	0	0	0	1	0	0	1.71E-07	0	0.897782941	0	0.897385804	0	0.922566664	1													
NMRK1	NMRK1	6.34E-06	0	0	0	0	0	0	0	0	0	0	1.99E-07	0	0.89779369	0	0.895593659	0	0.923265656	0.927741407													
RP9	RP9	6.43E-06	0	0	0	0	0	0	1	1	1	0	1.96E-07	0	0.897804435	0	0.895731432	0	0.921885007	0.901114894													
NPW	NPW	6.74E-06	0	0	0	0	0	0	1	4	0	0	1.78E-07	0	0.897815177	0	0.89690774	0	0.922391482	1													
KLK15	KLK15	1.51E-05	0	0	0	1	2	0	2	6	3	4	1.75E-07	0	0.897825916	0	0.897071226	0	0.889674581	0.922036516													
KRTAP4-7	KRTAP4-7	6.61E-06	0	0	0	0	0	0	0	0	0	0	1.83E-07	0	0.897836652	0	0.8965061	0	0.923706569	1													
LRRC2	LRRC2	1.38E-05	0	0	2	1	0	0	2	8	2	2	2.58E-07	0	0.897847384	0	0.892078534	0	0.888563481	0.906111923													
PLP2	PLP2	7.47E-06	0	0	1	0	0	0	0	0	0	0	1.88E-07	0	0.897858113	0	0.896183565	0	0.897899914	0.828116666													
FGF20	FGF20	6.75E-06	0	0	0	0	0	0	0	3	0	0	1.80E-07	0	0.897868839	0	0.896733229	0	0.922298253	0.92820686													
C14orf37	C14orf37	2.75E-05	0	0	5	5	2	0	5	22	3	6	4.28E-07	0	0.897879562	0	0.878956254	0	0.877925127	0.939828996													
ZFAND1	ZFAND1	7.78E-06	0	2	2	0	2	0	0	2	3	2	2.10E-07	0	0.897890281	0	0.895080572	0	0.895497336	0.940733942													
KLF2	KLF2	6.85E-06	0	0	0	0	0	0	0	3	0	0	1.74E-07	0	0.897900998	0	0.8972238	0	0.922463763	0.902321966													
MAGOH	MAGOH	6.40E-06	0	0	0	0	0	0	0	0	0	0	1.97E-07	0	0.89791171	0	0.895763154	0	0.923390286	1													
TEX30	TEX30	6.61E-06	0	0	0	0	0	0	0	3	0	0	1.90E-07	0	0.89792242	0	0.896152197	0	0.922037478	0.901639692													
PIN4	PIN4	4.26E-06	0	0	0	0	0	0	0	4	0	0	3.41E-07	0	0.897933127	0	0.886247136	0	0.917655796	0.894135814													
TCEAL4	TCEAL4	6.76E-06	0	0	0	0	0	0	0	1	0	0	1.79E-07	0	0.89794383	0	0.896928214	0	0.922396651	0.902092789													
KBTBD11	KBTBD11	7.01E-06	0	0	0	0	0	0	0	4	0	0	1.66E-07	0	0.897954531	0	0.897867332	0	0.922684487	1													
YPEL4	YPEL4	6.64E-06	0	0	0	0	0	0	0	0	0	0	1.83E-07	0	0.897965228	0	0.896671426	0	0.923745831	1													
ARHGEF37	ARHGEF37	3.00E-05	0	0	1	1	0	0	5	18	6	7	2.18E-07	0	0.897975923	0	0.894756242	0	0.880465138	0.929426792													
CDKN2B	CDKN2B	7.56E-06	0	0	1	0	0	0	1	6	1	1	1.87E-07	0	0.897986614	0	0.896381594	0	0.896593021	1													
RPL26	RPL26	6.63E-06	0	0	0	0	0	0	1	0	0	0	1.87E-07	0	0.897997303	0	0.896412762	0	0.922204678	0.928086896													
FAM219B	C15orf17	7.83E-06	0	0	1	0	0	0	1	12	0	0	1.86E-07	0	0.898007988	0	0.896475014	0	0.896364913	1													
FAM206A	FAM206A	7.67E-06	0	0	1	0	0	0	0	4	0	0	1.84E-07	0	0.898018669	0	0.896609521	0	0.896570275	0.941851645													
ANKRD22	ANKRD22	7.45E-06	0	0	1	0	0	0	0	3	2	2	1.93E-07	0	0.898029348	0	0.896078909	0	0.896456326	0.888329626													
SERTAD3	SERTAD3	7.70E-06	0	0	1	0	0	0	2	0	0	0	1.79E-07	0	0.898040023	0	0.896958906	0	0.896706575	0.904865348													
FAM217B	C20orf177	1.49E-05	0	1	1	0	1	0	1	1	1	0	1.95E-07	0	0.898050696	0	0.895952927	0	0.889348119	1													
TYROBP	TYROBP	6.89E-06	0	0	0	0	0	0	0	4	0	1	1.77E-07	0	0.898061365	0	0.89718318	0	0.92240182	0.902466908													
VIPR2	VIPR2	2.08E-05	0	2	2	0	1	0	0	6	0	4	3.24E-07	0	0.898072032	0	0.887683814	0	0.883343959	0.940011777													
CALM3	CALM3	6.66E-06	0	0	0	0	0	0	0	0	0	0	1.84E-07	0	0.898082695	0	0.896753805	0	0.923789928	1													
TIMM13	TIMM13	6.78E-06	0	0	0	0	0	0	2	5	0	0	1.77E-07	0	0.898093354	0	0.897203496	0	0.922561529	0.902197175													
NANOS1	NANOS1	6.75E-06	0	0	0	0	0	0	0	2	0	1	1.84E-07	0	0.898104011	0	0.896722936	0	0.922303441	1													
LSM12	LSM12	5.69E-06	0	0	0	0	0	0	0	0	0	0	2.46E-07	0	0.898114664	0	0.893193179	0	0.922230706	0.899002331													
RABIF	RABIF	6.58E-06	0	0	0	0	0	0	0	2	1	1	1.92E-07	0	0.898125314	0	0.896204461	0	0.92213166	0.90153333													
C7orf71	C7orf71	6.66E-06	0	0	0	0	0	0	0	0	0	0	1.85E-07	0	0.898135962	0	0.896743519	0	0.923785032	1													
FAM209B	FAM209B	6.86E-06	0	0	0	0	0	0	0	2	0	0	1.77E-07	0	0.898146607	0	0.897375701	0	0.922535838	0.825087661													
LCN9	LCN9	6.83E-06	0	0	0	0	0	0	0	0	1	1	1.77E-07	0	0.898157249	0	0.897436273	0	0.922607708	1													
TMEM88B	TMEM88B	6.74E-06	0	0	0	0	0	0	0	0	0	0	1.80E-07	0	0.898167887	0	0.897101795	0	0.923916874	1													
TGIF2-C20ORF24	TGIF2-C20ORF24	6.54E-06	0	0	1	0	0	0	0	0	0	0	2.52E-07	0	0.898178523	0	0.892783351	0	0.896467737	1													
PPIAL4G	PPIAL4G	6.74E-06	0	0	0	0	0	0	0	0	0	0	1.81E-07	0	0.898189155	0	0.897091609	0	0.923912003	0.887546309													
TRIM60	TRIM60	1.51E-05	0	1	1	0	1	0	1	16	3	1	1.93E-07	0	0.898199785	0	0.896235783	0	0.889334463	0.942979396													
GPSM3	GPSM3	6.86E-06	0	0	0	0	0	0	0	0	0	1	1.78E-07	0	0.898210412	0	0.897446359	0	0.922576931	0.902332343													
PDZD9	PDZD9	6.33E-06	0	0	0	0	0	0	1	0	0	0	2.10E-07	0	0.898221036	0	0.895423399	0	0.92170508	0.822488368													
SPACA5B	SPACA5B	6.68E-06	0	0	0	0	0	0	0	0	0	0	1.86E-07	0	0.898231657	0	0.896877008	0	0.923858363	1													
KLHL26	KLHL26	4.72E-05	0	1	0	0	0	0	4	13	2	5	2.41E-07	0	0.898242275	0	0.893699211	0	0.871557587	0.941300171													
HPS6	HPS6	3.08E-05	0	1	0	0	1	0	3	14	3	1	1.82E-07	0	0.898252892	0	0.897304896	0	0.880967247	0.940633939													
YRDC	YRDC	6.82E-06	0	0	0	0	0	0	2	6	0	0	1.81E-07	0	0.898263506	0	0.897406001	0	0.922602581	0.928264798													
FLYWCH2	FLYWCH2	6.65E-06	0	0	0	0	0	0	0	8	2	2	1.97E-07	0	0.898274118	0	0.896214904	0	0.92204272	0.901735095													
TPI1	TPI1	7.75E-06	0	0	0	0	1	0	2	6	3	0	1.81E-07	0	0.898284726	0	0.89746652	0	0.896853683	0.904988736													
NAA20	NAA20	6.56E-06	0	0	0	0	0	0	0	5	1	0	2.01E-07	0	0.898295332	0	0.896057944	0	0.922021747	0.901447967													
CMPK1	CMPK1	5.60E-06	0	0	0	0	0	0	0	0	0	1	2.62E-07	0	0.898305935	0	0.892553704	0	0.920247309	0.818777089													
OSTC	OSTC	6.47E-06	0	0	0	0	0	0	0	2	0	0	2.07E-07	0	0.898316534	0	0.895742009	0	0.921811072	0.901211969													
SSR2	SSR2	7.58E-06	0	0	0	0	1	0	0	4	0	1	2.00E-07	0	0.898327131	0	0.896120805	0	0.896376351	0.828544531													
IL17F	IL17F	7.77E-06	0	0	1	0	0	0	0	1	0	1	1.85E-07	0	0.898337726	0	0.897233947	0	0.89677454	0.763033427													
ERCC1	ERCC1	1.50E-05	0	1	1	0	1	0	1	5	1	1	1.97E-07	0	0.898348316	0	0.8963608	0	0.889484448	0.935026287													
SDHC	SDHC	6.97E-06	0	0	0	0	0	0	1	2	1	2	1.73E-07	0	0.898358904	0	0.898026422	0	0.922867832	0.902754649													
C1orf61	C1orf61	6.20E-06	0	0	0	0	0	0	1	1	1	0	2.23E-07	0	0.898369488	0	0.895005151	0	0.92150251	0.821895227													
CDX1	CDX1	6.65E-06	0	0	0	0	0	0	0	6	1	3	2.03E-07	0	0.898380069	0	0.895994972	0	0.921848067	0.901724509													
VCY1B	VCY1B	6.81E-06	0	0	0	0	0	0	0	0	0	0	1.82E-07	0	0.898390648	0	0.897526935	0	0.924038339	1													
VCY	VCY	6.81E-06	0	0	0	0	0	0	0	0	0	0	1.82E-07	0	0.898401222	0	0.897516874	0	0.924033491	1													
IDO1	IDO1	1.51E-05	0	1	2	0	0	0	3	15	1	1	1.97E-07	0	0.898411794	0	0.896391986	0	0.889443593	0.788070798													
LAMTOR2	LAMTOR2	6.82E-06	0	0	0	0	0	0	1	1	0	0	1.85E-07	0	0.898422363	0	0.897355486	0	0.922587194	1													
MFAP5	MFAP5	7.80E-06	0	0	1	0	0	0	1	4	5	2	1.83E-07	0	0.898432929	0	0.897506809	0	0.896819786	0.829548192													
THEM6	THEM6	7.66E-06	0	0	1	0	0	0	0	0	0	0	1.89E-07	0	0.898443491	0	0.896989575	0	0.898096885	0.904712754													
SAT1	SAT1	6.87E-06	0	0	0	0	0	0	0	0	0	0	1.80E-07	0	0.898454051	0	0.897797517	0	0.924125437	0.902394527													
BUD31	BUD31	6.68E-06	0	0	0	0	0	0	0	1	1	0	1.94E-07	0	0.898464607	0	0.896681733	0	0.922334548	0.901830199													
DCAF16	DCAF16	6.82E-06	0	0	0	0	0	0	0	1	1	0	1.85E-07	0	0.89847516	0	0.897345374	0	0.922582063	0.824974512													
NCR3	NCR3	8.05E-06	0	0	1	0	0	0	1	11	1	0	1.73E-07	0	0.89848571	0	0.898105703	0	0.896977709	1													
TPT1	TPT1	7.68E-06	0	0	0	0	1	0	0	0	0	0	1.88E-07	0	0.898496257	0	0.897122159	0	0.898129619	0.929168077													
ZNF165	ZNF165	1.53E-05	0	0	1	1	1	0	2	1	4	2	1.89E-07	0	0.898506801	0	0.896999792	0	0.889538857	0.922360651													
HTR4	HTR4	1.81E-05	0	1	2	1	1	0	0	15	2	2	5.09E-07	0	0.898517341	0	0.875537549	0	0.881047736	0.863875809													
THY1	THY1	7.89E-06	0	0	1	0	0	0	0	3	0	1	1.82E-07	0	0.898527878	0	0.897687532	0	0.896808479	0.905449015													
HCN4	HCN4	5.57E-05	0	1	1	1	0	0	3	4	5	8	2.38E-07	0	0.898538413	0	0.894407194	0	0.86604325	0.942635425													
RWDD4	RWDD4	6.82E-06	0	0	0	0	0	0	0	3	1	1	1.87E-07	0	0.898548944	0	0.89728464	0	0.922525554	0.902259631													
AP1S1	AP1S1	7.01E-06	0	0	0	0	0	0	1	0	0	0	1.75E-07	0	0.898559473	0	0.898095803	0	0.922872907	1													
